,cluster,f1,fbest,freq,grad,sol
31,16,50,[80.95964709316496],"71.84254836329588, 299.5966569608464, 851.2043217924788, 1425.5833506508889, 2110.906995705552, 2986.9829814243735",600,"[10.590079711227652, 9.909299022523296, 10.590079711227652, 10.319870737621258, 9.198532642134708, 10.319870737621258, 8.68051949587289, 8.253616017735286, 8.253616017735286, 7.95622801788589, 6.99589627292279, 9.613188565229295, 11.042964617021132, 11.804880091737717, 11.420346515844125, 11.804880091737717, 9.909299022523296, 11.804880091737717, 6.428831484245913, 11.042964617021132, 9.909299022523296, 10.590079711227652, 9.909299022523296, 12.391157433149179, 10.319870737621258, 12.111596366816626, 11.042964617021132, 10.590079711227652, 8.253616017735286, 9.909299022523296, 7.626148456093052, 11.804880091737717, 10.590079711227652, 7.95622801788589, 8.253616017735286, 12.111596366816626, 9.909299022523296, 9.198532642134708, 9.613188565229295, 8.253616017735286]"
32,17,50,[80.71975212993193],"72.22855681795252, 300.64832140975403, 858.8448156517173, 1443.2458604106746, 2116.6123528612175, 2999.260017383256",600,"[10.50292724848095, 9.909299022523296, 10.6799244640196, 10.269226423519518, 9.198532642134708, 10.50292724848095, 8.68051949587289, 8.253616017735286, 8.253616017735286, 7.95622801788589, 6.99589627292279, 9.613188565229295, 11.042964617021132, 11.804880091737717, 11.420346515844125, 11.804880091737717, 9.909299022523296, 11.804880091737717, 6.428831484245913, 11.042964617021132, 9.909299022523296, 10.50292724848095, 9.909299022523296, 12.391157433149179, 10.269226423519518, 12.111596366816626, 11.042964617021132, 10.6799244640196, 8.253616017735286, 9.909299022523296, 7.626148456093052, 11.804880091737717, 10.50292724848095, 7.95622801788589, 8.253616017735286, 12.111596366816626, 9.909299022523296, 9.198532642134708, 9.613188565229295, 8.253616017735286]"
33,18,50,[80.76553900344042],"71.182642123906, 299.624641039431, 851.7277561235675, 1405.5769497485358, 2096.117125936402, 2907.8609881935668",600,"[10.50292724848095, 9.931108574354669, 10.6799244640196, 10.269226423519518, 9.198532642134708, 10.50292724848095, 8.68051949587289, 8.253616017735286, 8.253616017735286, 7.95622801788589, 6.99589627292279, 9.516921000966612, 11.042964617021132, 11.804880091737717, 11.420346515844125, 11.804880091737717, 9.931108574354669, 11.804880091737717, 6.428831484245913, 11.042964617021132, 9.931108574354669, 10.50292724848095, 9.931108574354669, 12.391157433149179, 10.269226423519518, 12.111596366816626, 11.042964617021132, 10.6799244640196, 8.253616017735286, 9.754853696429207, 7.626148456093052, 11.804880091737717, 10.50292724848095, 7.95622801788589, 8.253616017735286, 12.111596366816626, 9.931108574354669, 9.198532642134708, 9.754853696429207, 8.253616017735286]"
34,19,50,[79.40727188789718],"71.55435261082577, 305.0746613498905, 875.8536708003223, 1411.0381416386517, 2149.785651560522, 2906.4468535663077",600,"[10.50292724848095, 9.931108574354669, 10.6799244640196, 10.269226423519518, 9.198532642134708, 10.50292724848095, 8.68051949587289, 8.199221658493677, 8.335207556597705, 7.95622801788589, 6.99589627292279, 9.516921000966612, 11.042964617021132, 11.804880091737717, 11.420346515844125, 11.804880091737717, 9.931108574354669, 11.804880091737717, 6.428831484245913, 11.042964617021132, 9.931108574354669, 10.50292724848095, 9.931108574354669, 12.391157433149179, 10.269226423519518, 12.111596366816626, 11.042964617021132, 10.6799244640196, 8.335207556597705, 9.754853696429207, 7.626148456093052, 11.804880091737717, 10.50292724848095, 7.95622801788589, 8.199221658493677, 12.111596366816626, 9.931108574354669, 9.198532642134708, 9.754853696429207, 8.199221658493677]"
35,20,50,[79.53598329995943],"71.34594977048322, 304.34108267735473, 870.5784115912597, 1405.3182304619852, 2147.354682771799, 2901.421240121421",600,"[10.530183209366353, 9.931108574354669, 10.6799244640196, 10.381381228870179, 9.198532642134708, 10.381381228870179, 8.68051949587289, 8.199221658493677, 8.335207556597705, 7.95622801788589, 6.99589627292279, 9.516921000966612, 11.042964617021132, 11.804880091737717, 11.420346515844125, 11.804880091737717, 9.931108574354669, 11.804880091737717, 6.428831484245913, 11.042964617021132, 9.931108574354669, 10.530183209366353, 9.931108574354669, 12.391157433149179, 10.196849755123417, 12.111596366816626, 11.042964617021132, 10.6799244640196, 8.335207556597705, 9.754853696429207, 7.626148456093052, 11.804880091737717, 10.530183209366353, 7.95622801788589, 8.199221658493677, 12.111596366816626, 9.931108574354669, 9.198532642134708, 9.754853696429207, 8.199221658493677]"
36,0,200,[13.0264964],"190.88676569855565, 425.0586376822527, 581.1954131514229, 751.0170832980263, 925.4541762286722, 1231.287690771827",200,"[3.5402969587009996, 3.3951081560793903, 3.075884027484634, 3.3157627704008754, 3.657143667987354, 2.8319784699402204, 3.287982735685501, 3.1109661605989984, 3.568436707804784, 2.8265148289831363, 3.0680722956819655, 3.3420330633300126, 3.8021768006739713, 3.2708460231715115, 2.735808119089119, 2.874131496150864, 2.3387113342555255, 3.2366332082399913, 3.764224271291313, 2.0745389005910404, 3.0689337483237615, 3.101294876273435, 3.3816807263523323, 2.966529233790856, 3.470277649374331, 2.969586574120874, 2.8857310641730916, 2.5347446422858737, 2.329368973258474, 3.095430178455752, 2.795279953320111, 1.9565704909701367, 2.720735948829317, 2.705132510601684, 2.7924747816350264, 2.892535355353395, 2.5811265270559325, 3.1676776661613513, 3.1586959441322473, 2.9603063402154097]"
37,10,200,[16.36560249830987],"199.2880467623387, 456.53181377052357, 605.6384094183667, 791.2073897467069, 1032.8406598674328, 1110.9330825039422",200,"[10.765877334493137, 10.247066531806054, 9.317608086417055, 9.871954680496735, 10.765877334493137, 8.317681976742263, 9.871954680496735, 9.317608086417055, 10.765877334493137, 8.317681976742263, 9.317608086417055, 9.871954680496735, 11.349601607947926, 9.871954680496735, 8.317681976742263, 8.774410031902246, 7.002120461271, 9.871954680496735, 11.349601607947926, 6.046664087341766, 9.317608086417055, 9.317608086417055, 10.247066531806054, 8.774410031902246, 10.247066531806054, 8.774410031902246, 8.774410031902246, 7.67380675401271, 7.002120461271, 9.317608086417055, 8.317681976742263, 6.046664087341766, 8.317681976742263, 8.317681976742263, 8.317681976742263, 8.774410031902246, 7.67380675401271, 9.317608086417055, 9.317608086417055, 8.774410031902246]"
38,11,200,[13.036994049767282],"195.0019595544661, 432.47971323680406, 588.5671592138772, 763.7920172221517, 1026.8287913875731, 1102.1638962907728",200,"[10.765877334493137, 10.19182469635205, 9.317608086417055, 9.83341855312341, 10.765877334493137, 8.586534728760425, 9.83341855312341, 9.317608086417055, 10.765877334493137, 8.586534728760425, 9.317608086417055, 10.19182469635205, 11.349601607947926, 9.83341855312341, 8.249658788085155, 8.586534728760425, 7.002120461271, 9.83341855312341, 11.349601607947926, 6.046664087341766, 9.317608086417055, 9.317608086417055, 10.19182469635205, 8.89642214812714, 10.19182469635205, 8.89642214812714, 8.586534728760425, 7.67380675401271, 7.002120461271, 9.317608086417055, 8.249658788085155, 6.046664087341766, 8.249658788085155, 8.249658788085155, 8.249658788085155, 8.586534728760425, 7.67380675401271, 9.317608086417055, 9.317608086417055, 8.89642214812714]"
39,12,200,[12.584801405133026],"191.60285438514853, 434.5696795688069, 594.905125318429, 798.4373793562692, 1027.0372188111553, 1108.6198008427575",200,"[10.579011315880114, 10.118821945761734, 9.317608086417055, 9.83341855312341, 10.971431003962062, 8.52799112123822, 9.83341855312341, 9.317608086417055, 10.579011315880114, 8.52799112123822, 9.317608086417055, 10.118821945761734, 11.349601607947926, 9.83341855312341, 8.16167657852012, 8.52799112123822, 7.002120461271, 9.83341855312341, 11.349601607947926, 6.046664087341766, 9.317608086417055, 9.317608086417055, 10.118821945761734, 8.89642214812714, 10.579011315880114, 8.89642214812714, 8.52799112123822, 7.67380675401271, 7.002120461271, 9.317608086417055, 8.52799112123822, 6.046664087341766, 8.16167657852012, 8.16167657852012, 8.52799112123822, 8.52799112123822, 7.67380675401271, 9.317608086417055, 9.317608086417055, 8.89642214812714]"
40,13,200,[13.699034267623352],"191.7257628982869, 439.49596517189525, 588.8719989931143, 789.3008561938053, 1027.2811115154723, 1106.7536786589276",200,"[10.579011315880114, 10.118821945761734, 9.317608086417055, 9.83341855312341, 10.971431003962062, 8.43468602540887, 9.83341855312341, 9.317608086417055, 10.579011315880114, 8.43468602540887, 9.317608086417055, 10.118821945761734, 11.349601607947926, 9.83341855312341, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.83341855312341, 11.349601607947926, 6.046664087341766, 9.317608086417055, 9.317608086417055, 10.118821945761734, 8.89642214812714, 10.579011315880114, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.317608086417055, 8.43468602540887, 6.046664087341766, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.317608086417055, 9.317608086417055, 8.89642214812714]"
41,14,200,[11.548692819954262],"191.24875441378165, 418.65095932338727, 589.2729768255786, 755.4052599295691, 930.4722576178909, 1237.70819793398",200,"[10.765877334493137, 10.247066531806054, 9.260290643409274, 9.912468444440925, 10.765877334493137, 8.43468602540887, 9.912468444440925, 9.260290643409274, 10.765877334493137, 8.43468602540887, 9.260290643409274, 9.912468444440925, 11.349601607947926, 9.912468444440925, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.56300681853359, 11.349601607947926, 6.223616701773121, 9.260290643409274, 9.260290643409274, 10.247066531806054, 8.89642214812714, 10.247066531806054, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.260290643409274, 8.43468602540887, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.56300681853359, 9.56300681853359, 8.89642214812714]"
42,15,200,[14.20108970691301],"189.48991802160575, 433.90699089453625, 577.6201910157902, 757.6736512675784, 928.1136574721056, 1235.2289821773056",200,"[10.579011315880114, 10.118821945761734, 9.260290643409274, 9.83341855312341, 10.971431003962062, 8.43468602540887, 9.83341855312341, 9.260290643409274, 10.579011315880114, 8.43468602540887, 9.260290643409274, 10.118821945761734, 11.349601607947926, 9.83341855312341, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.83341855312341, 11.349601607947926, 6.223616701773121, 9.260290643409274, 9.260290643409274, 10.118821945761734, 8.89642214812714, 10.579011315880114, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.260290643409274, 8.43468602540887, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
43,16,200,[13.395913321391316],"193.37770952393774, 435.41363134127965, 587.0440377749989, 759.3702477662781, 929.7831230563933, 1238.594138594962",200,"[10.663100499758674, 10.118821945761734, 9.260290643409274, 9.83341855312341, 10.971431003962062, 8.43468602540887, 9.83341855312341, 9.260290643409274, 10.663100499758674, 8.43468602540887, 9.260290643409274, 10.118821945761734, 11.349601607947926, 9.83341855312341, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.83341855312341, 11.349601607947926, 6.223616701773121, 9.260290643409274, 9.260290643409274, 10.118821945761734, 8.89642214812714, 10.410832948122993, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.260290643409274, 8.43468602540887, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
44,17,200,[13.010559957291628],"192.7401187993031, 432.6335490182222, 588.4018730701833, 758.6004789362205, 930.1009972186102, 1238.25655140354",200,"[10.663100499758674, 10.165183323647582, 9.260290643409274, 9.986693750596332, 10.971431003962062, 8.43468602540887, 9.795461967097003, 9.260290643409274, 10.663100499758674, 8.43468602540887, 9.260290643409274, 9.986693750596332, 11.349601607947926, 9.795461967097003, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.795461967097003, 11.349601607947926, 6.223616701773121, 9.260290643409274, 9.260290643409274, 10.165183323647582, 8.89642214812714, 10.410832948122993, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.260290643409274, 8.43468602540887, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
45,18,200,[12.580731400261234],"193.62727844761827, 434.17850609006337, 593.0306246869854, 766.1713009488112, 932.7620296392614, 1239.2009709998813",200,"[10.663100499758674, 10.165183323647582, 9.212890071490362, 9.986693750596332, 10.971431003962062, 8.43468602540887, 9.795461967097003, 9.307691215328184, 10.663100499758674, 8.43468602540887, 9.212890071490362, 9.986693750596332, 11.349601607947926, 9.795461967097003, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.795461967097003, 11.349601607947926, 6.223616701773121, 9.212890071490362, 9.307691215328184, 10.165183323647582, 8.89642214812714, 10.410832948122993, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.307691215328184, 8.43468602540887, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.43468602540887, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
46,19,200,[12.89349059895],"193.10735633344805, 431.909393440773, 587.5902642850623, 758.3949305603273, 928.8942964736149, 1235.6831189749341",200,"[10.663100499758674, 10.165183323647582, 9.212890071490362, 9.986693750596332, 10.971431003962062, 8.487739948385036, 9.795461967097003, 9.307691215328184, 10.663100499758674, 8.487739948385036, 9.212890071490362, 9.986693750596332, 11.349601607947926, 9.795461967097003, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.795461967097003, 11.349601607947926, 6.223616701773121, 9.212890071490362, 9.307691215328184, 10.165183323647582, 8.89642214812714, 10.410832948122993, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.307691215328184, 8.381632102432706, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.381632102432706, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
47,20,200,[12.442959749992802],"192.18517895341336, 427.48099275124105, 587.5115855049291, 757.0063956257646, 928.7549399044968, 1234.7507791908745",200,"[10.663100499758674, 10.165183323647582, 9.212890071490362, 9.986693750596332, 10.971431003962062, 8.487739948385036, 9.83824313828552, 9.307691215328184, 10.663100499758674, 8.487739948385036, 9.212890071490362, 9.986693750596332, 11.349601607947926, 9.83824313828552, 8.16167657852012, 8.652397915677351, 7.002120461271, 9.709899624719974, 11.349601607947926, 6.223616701773121, 9.212890071490362, 9.307691215328184, 10.165183323647582, 8.89642214812714, 10.410832948122993, 8.89642214812714, 8.652397915677351, 7.67380675401271, 7.002120461271, 9.307691215328184, 8.381632102432706, 5.86971147291041, 8.16167657852012, 8.16167657852012, 8.381632102432706, 8.652397915677351, 7.67380675401271, 9.489560415440398, 9.489560415440398, 8.89642214812714]"
48,0,200,[13.34670348],"188.79774829962125, 623.9314271797268, 969.5237894351937, 1284.6941263052056, 1721.1943017223784, 2070.660246995803",400,"[3.2202576714251285, 3.8283540960308033, 3.064254796311184, 3.782611723615554, 3.4916953051878434, 2.8613838117621198, 2.9656310545111624, 2.9618711183811843, 3.7031664405442277, 4.295420553909826, 3.2361911731487925, 3.754766632435534, 3.2800864516676236, 2.5760624173209035, 3.0002614975899524, 3.076269706567354, 3.567420053069504, 3.440635436971428, 3.3890130682159425, 3.114314807942729, 2.560844089580029, 3.5475109278850647, 2.7671443381344605, 3.0995797031532306, 3.735810271985758, 2.880636506281917, 2.9876308598342325, 2.994754946671382, 3.2941844654606545, 3.350523474372141, 3.3431670181348783, 2.7285662168150746, 2.311759951055011, 2.8574723835605873, 3.398878463740823, 3.118230223404089, 2.779660575238654, 2.2601574673841816, 3.2858539612391175, 2.8831445080361195]"
